year,Country,mean,min,max
1980,Colombia,25.432750000000002,24.936,26.151
1980,Comoros,25.927916666666665,24.22,27.37
1980,Congo,24.756500000000003,23.192,25.979
1980,Costa Rica,25.8895,24.581,26.978
1980,Croatia,10.685249999999998,-0.376,21.143
1980,Cuba,25.848166666666668,22.353,28.081
1980,Curaçao,28.031833333333328,26.459,29.309
1980,Cyprus,18.850083333333334,10.884,27.041
1980,Czechia,6.906166666666667,-4.747,16.84
1980,Côte d'Ivoire,26.327749999999998,24.878,28.204
1980,Dem. Rep. Congo,24.204083333333333,22.901,25.12
1980,Denmark,-17.009249999999998,-29.966,-1.374
1980,Denmark (Europe),7.585583333333333,-1.686,16.288
1980,Djibouti,29.509416666666663,24.948,34.396
1980,Dominica,26.75333333333333,25.090999999999998,27.928
1980,Dominican Rep.,26.36616666666666,24.337,27.991
1980,Ecuador,22.336000000000002,21.599,22.976
1980,Egypt,23.065416666666668,13.299,30.675
1980,El Salvador,25.42766666666667,23.372,26.99
1980,Eq. Guinea,25.3665,23.347,26.67
1980,Eritrea,27.33983333333333,23.393,30.072
1980,Estonia,4.502583333333335,-8.392,17.277
1980,Ethiopia,23.642,21.659,25.17
1980,Europe,7.402083333333334,-3.493,17.304
1980,Falkland Is.,6.260416666666667,2.198,10.369
1980,Faroe Islands,6.842416666666666,3.947,10.832
1980,Federated States Of Micronesia,27.31683333333333,27.07,27.706
1980,Fiji,25.281583333333334,22.889,27.89
1980,Finland,0.8816666666666667,-12.905999999999999,15.713
1980,France,12.555833333333334,5.942,19.762999999999998
1980,France (Europe),10.010833333333332,1.916,18.832
1980,French Guiana,26.294083333333333,25.556,27.259
1980,French Polynesia,26.407,25.16,27.657
1980,Gabon,24.623749999999998,22.427,25.942
1980,Gambia,28.093499999999995,24.519000000000002,30.572
1980,Gaza Strip,19.5705,9.93,27.48
1980,Georgia,8.783083333333334,-3.486,20.67
1980,Germany,7.727250000000001,-2.852,17.025
1980,Ghana,27.079416666666663,25.186,29.498
1980,Greece,14.556916666666668,4.516,24.122
1980,Greenland,-17.515416666666667,-30.627,-1.74
1980,Grenada,27.410749999999997,26.438,28.43
1980,Guadeloupe,27.012333333333334,25.089,28.285
1980,Guam,27.30208333333333,26.326,27.886
1980,Guatemala,23.678833333333333,20.351,26.522
1980,Guernsey,10.825166666666666,5.177,16.771
1980,Guinea,26.08225,23.578,28.888
1980,Guinea-Bissau,27.3105,24.695,29.405
1980,Guyana,26.45575,25.944,27.409
1980,Haiti,27.030833333333334,25.093,28.808
1980,Heard Island And Mcdonald Islands,2.7835,0.004,5.702
1980,Honduras,25.16875,22.037,27.735
1980,Hong Kong,23.141499999999997,14.199,28.767
1980,Hungary,8.896916666666666,-4.114,19.323
1980,Iceland,1.8332500000000005,-4.715,8.57
1980,India,24.59308333333333,17.593,31.054
1980,Indonesia,26.03025,25.691,26.579
1980,Iran,18.328833333333332,4.708,29.949
1980,Iraq,22.377583333333334,8.077,35.829
1980,Ireland,9.545333333333332,4.084,14.917
1980,Isle Of Man,9.525666666666666,4.5169999999999995,14.517999999999999
1980,Israel,20.04075,10.741,27.61
1980,Italy,12.239583333333336,3.973,22.375
1980,Jamaica,26.66283333333334,24.588,28.145
1980,Japan,11.795083333333336,0.0880000000000001,21.938000000000002
1980,Jersey,10.825166666666666,5.177,16.771
1980,Jordan,19.845,8.562,29.359
1980,Kazakhstan,5.7067499999999995,-15.292,24.148
1980,Kenya,24.722416666666664,23.148,26.179000000000002
1980,Kingman Reef,27.691666666666666,27.255,28.256
1980,Kiribati,27.257,26.529,27.938
1980,Kuwait,25.670833333333334,12.881,37.26
1980,Kyrgyzstan,4.507833333333333,-11.29,17.843
1980,Laos,24.28258333333333,19.512999999999998,27.343
1980,Latvia,4.7629166666666665,-8.304,17.232
1980,Lebanon,17.884583333333335,8.064,26.313
1980,Lesotho,14.109083333333333,7.014,19.314
1980,Liberia,25.794999999999998,24.544,27.085
1980,Libya,22.36966666666667,12.418,30.098
1980,Liechtenstein,4.189916666666666,-5.944,14.641
1980,Lithuania,5.128333333333333,-7.636,16.678
1980,Luxembourg,8.8775,-0.38,17.566
1980,Macau,22.939083333333333,13.382,28.838
1980,Macedonia,9.991583333333333,-2.872,20.676
1980,Madagascar,23.018666666666665,19.436,25.368
1980,Malawi,21.63466666666667,17.254,25.273
1980,Malaysia,26.210416666666664,25.431,27.033
1980,Mali,29.141416666666668,20.889,34.264
1980,Malta,17.970916666666664,12.495,25.611
1980,Martinique,26.75333333333333,25.090999999999998,27.928
1980,Mauritania,28.230000000000004,19.6,33.898
1980,Mauritius,23.86491666666667,20.791,26.477
1980,Mayotte,26.60041666666667,25.305,27.63
1980,Mexico,21.035666666666668,15.664,26.521
1980,Moldova,8.12975,-5.882,20.179000000000002
1980,Monaco,8.690083333333332,-0.293,19.204
1980,Mongolia,-0.4826666666666671,-21.401,19.0
1980,Montenegro,9.61225,-1.985,20.021
1980,Montserrat,27.075416666666666,25.082,28.363
1980,Morocco,18.056749999999997,9.337,27.479
1980,Mozambique,23.75191666666667,19.078,27.145
1980,Myanmar,24.319666666666663,18.632,27.958
1980,Namibia,20.660916666666665,14.881,24.945
1980,Nepal,15.299333333333331,5.893,20.906
1980,Netherlands,9.464916666666666,0.639,17.36
1980,Netherlands (Europe),9.054,0.071,17.102
1980,New Caledonia,22.92475,19.808,27.088
1980,New Zealand,10.599666666666666,5.449,15.466
1980,Nicaragua,26.310000000000002,24.399,28.174
1980,Niger,27.805166666666665,18.876,34.03
1980,Nigeria,27.063666666666673,23.713,30.426
1980,Niue,25.37075,23.285,27.494
1980,North America,2.7398333333333347,-10.842,16.789
1980,North Korea,6.392499999999999,-9.687,19.742
1980,Northern Mariana Islands,27.30208333333333,26.326,27.886
1980,Norway,-0.14683333333333307,-10.769,11.664
1980,Oceania,22.355500000000003,14.828,27.768
1980,Oman,27.412916666666664,19.796,33.794
1980,Pakistan,21.41125,9.359,30.66
1980,Palau,27.45283333333333,26.698,28.083000000000002
1980,Palestina,23.40183333333333,21.439,24.809
1980,Palmyra Atoll,27.7205,27.269,28.305999999999997
1980,Panama,26.65925,25.864,27.349
1980,Papua New Guinea,24.745166666666666,23.809,25.372
1980,Paraguay,23.600249999999992,18.022000000000002,27.516
1980,Peru,20.332583333333332,19.138,21.282
1980,Philippines,26.770999999999997,25.412,28.14
1980,Poland,6.690416666666667,-6.289,16.619
1980,Portugal,14.841416666666667,7.845,22.658
1980,Puerto Rico,26.199749999999998,24.156,27.732
1980,Qatar,27.436583333333335,17.292,35.605
1980,Reunion,23.677999999999997,20.914,26.295
1980,Romania,8.076916666666666,-5.766,18.948
1980,Russia,-5.420749999999999,-26.06,14.983
1980,Rwanda,19.771083333333333,19.09,20.527
1980,S. Sudan,27.676333333333336,22.461,31.392
1980,Saint Barthélemy,27.25208333333333,25.188000000000002,28.699
1980,Saint Kitts And Nevis,26.551583333333337,24.726,27.764
1980,Saint Lucia,27.32133333333333,26.081,28.238
1980,Saint Martin,27.25208333333333,25.188000000000002,28.699
1980,Saint Pierre And Miquelon,4.36475,-5.072,13.933
1980,Saint Vincent And The Grenadines,27.454666666666668,26.315,28.431
1980,Samoa,26.721249999999998,26.189,27.303
1980,San Marino,13.302999999999999,5.649,23.116
1980,Sao Tome And Principe,26.175333333333338,24.741,27.351
1980,Saudi Arabia,26.117333333333335,15.549,34.813
1980,Senegal,28.546666666666663,24.22,31.723
1980,Serbia,9.355583333333334,-3.728,19.739
1980,Seychelles,27.03725,26.345,28.149
1980,Sierra Leone,26.494,25.027,28.283
1980,Singapore,26.956416666666666,26.104,27.995
1980,Sint Maarten,27.25208333333333,25.188000000000002,28.699
1980,Slovakia,6.674499999999999,-5.513,16.482
1980,Slovenia,9.046416666666667,-1.742,19.646
1980,Solomon Is.,26.941166666666664,26.180999999999997,27.571
1980,Somalia,27.4335,25.375999999999998,28.826
1980,Somaliland,27.4335,25.375999999999998,28.826
1980,South Africa,17.60983333333333,11.136,22.722
1980,South America,22.280249999999995,19.711,24.018
1980,South Georgia And The South Sandwich Isla,1.1380833333333333,-3.854,5.267
1980,South Korea,11.263583333333331,-1.525,22.631
1980,Spain,13.604249999999999,5.313,23.622
1980,Sri Lanka,27.65483333333333,26.005,29.305999999999997
1980,Sudan,27.676333333333336,22.461,31.392
1980,Suriname,26.763333333333332,26.078,27.959
1980,Svalbard And Jan Mayen,-7.994166666666666,-18.233,4.066
1980,Swaziland,18.997333333333334,13.118,23.082
1980,Sweden,1.875416666666667,-11.116,15.539
1980,Switzerland,6.5384166666666665,-2.845,16.668
1980,Syria,18.285,5.338,30.561
1980,Taiwan,22.484333333333336,15.953,28.151
1980,Tajikistan,5.140999999999999,-9.653,18.052
1980,Tanzania,22.652916666666666,20.423,23.992
1980,Thailand,26.805666666666667,23.492,29.889
1980,Timor-Leste,26.300083333333333,24.756999999999998,27.845
1980,Togo,27.265583333333336,25.378,29.846
1980,Tonga,23.514,20.748,26.713
1980,Trinidad and Tobago,26.678833333333333,25.837,27.534
1980,Tunisia,19.496083333333335,9.455,29.471
1980,Turkey,11.984916666666669,-0.314,24.233
1980,Turkmenistan,15.387916666666667,-1.6119999999999999,31.081
1980,Turks And Caicas Islands,27.41525,24.643,29.825
1980,Uganda,23.633416666666665,22.591,25.503
1980,Ukraine,6.900083333333332,-7.773,19.496
1980,United Arab Emirates,28.301083333333334,18.566,36.329
1980,United Kingdom,8.643166666666666,2.871,14.048
1980,United Kingdom (Europe),8.798416666666666,2.397,14.8
1980,United States of America,9.135499999999999,-3.517,22.544
1980,Uruguay,18.056416666666667,10.434000000000001,24.375
1980,Uzbekistan,13.026750000000002,-4.591,29.315
1980,Venezuela,25.573083333333333,24.881,26.326
1980,Vietnam,24.17216666666667,19.807,27.205
1980,Virgin Islands,26.990000000000006,25.006,28.492
1980,W. Sahara,22.92566666666666,16.433,29.248
1980,Yemen,26.85558333333333,20.964,32.003
1980,Zambia,21.337666666666667,16.37,24.38
1980,Zimbabwe,21.128833333333336,14.967,24.979
1980,Åland,5.015666666666667,-6.484,16.32
1981,Afghanistan,14.860083333333334,2.477,27.163
1981,Africa,24.297416666666663,20.524,25.817
1981,Albania,12.578666666666669,1.091,21.775
1981,Algeria,23.57925,10.24,33.827
1981,American Samoa,26.745499999999996,26.046999999999997,27.373
1981,Andorra,11.546,3.492,20.022
1981,Angola,22.027916666666666,18.553,23.822
1981,Anguilla,27.18325,25.512,28.66
1981,Antarctica,5.090333333333333,2.349,9.007
1981,Antigua And Barbuda,27.057666666666666,25.544,28.384
1981,Argentina,15.167416666666668,7.864,21.143
1981,Armenia,9.805416666666666,-1.003,21.591
1981,Aruba,28.44825,27.19,29.791
1981,Asia,8.1725,-5.294,21.553
1981,Australia,22.164083333333334,14.908,28.628
1981,Austria,6.503583333333332,-5.77,15.682
1981,Azerbaijan,12.390666666666668,3.162,23.87
1981,Bahamas,25.156499999999998,19.247,29.032
1981,Bahrain,26.582333333333338,17.702,35.196
1981,Baker Island,25.739833333333333,24.898,26.444
1981,Bangladesh,24.95183333333333,18.254,28.658
1981,Barbados,27.112250000000007,26.022,27.806
1981,Belarus,6.591999999999999,-5.896,18.956
1981,Belgium,9.627083333333333,0.581,17.36
1981,Belize,25.26833333333333,21.054000000000002,27.933
1981,Benin,27.463333333333335,25.464,30.611
1981,Bhutan,12.058750000000002,3.1889999999999996,18.544
1981,Bolivia,20.978,17.283,23.394
1981,"Bonaire, Saint Eustatius And Saba",27.803833333333333,26.553,28.814
1981,Bosnia and Herz.,10.439833333333334,-2.326,19.815
1981,Botswana,21.605666666666668,14.565,26.923000000000002
1981,Brazil,24.983416666666667,22.819,25.908
1981,British Virgin Islands,26.90325,25.301,28.316
1981,Bulgaria,10.755083333333333,-1.3880000000000001,20.511999999999997
1981,Burkina Faso,28.4055,24.154,32.183
1981,Burundi,20.41125,19.596,21.06
1981,Cambodia,27.065249999999995,23.443,29.374
1981,Cameroon,24.300416666666663,23.005,26.124000000000002
1981,Canada,-2.86725,-17.227,13.453
1981,Cape Verde,24.634083333333333,21.72,27.592
1981,Cayman Islands,26.774083333333333,22.121,29.093
1981,Central African Rep.,25.275999999999996,23.949,27.405
1981,Chad,27.19483333333333,19.584,31.498
1981,Chile,9.955083333333333,5.606,14.069
1981,China,6.926416666666667,-8.201,20.424
1981,Christmas Island,26.14091666666667,25.59,26.775
1981,Colombia,25.144499999999997,24.451999999999998,25.882
1981,Comoros,25.94416666666666,23.991,27.578
1981,Congo,24.60025,23.188,25.8
1981,Costa Rica,25.777499999999993,25.006,26.995
1981,Croatia,11.5085,-1.139,20.895
1981,Cuba,25.486500000000003,20.51,28.116
1981,Curaçao,27.972083333333334,26.781,28.953
1981,Cyprus,19.231916666666667,11.683,27.05
1981,Czechia,7.978666666666668,-3.828,17.065
1981,Côte d'Ivoire,26.34175,24.641,27.992
1981,Dem. Rep. Congo,24.067833333333336,22.764,24.795
1981,Denmark,-17.817583333333328,-31.725,-1.189
1981,Denmark (Europe),7.635999999999999,-3.592,15.84
1981,Djibouti,28.879166666666666,24.465,33.644
1981,Dominica,26.686333333333334,25.29,27.609
1981,Dominican Rep.,26.102249999999998,24.31,27.59
1981,Ecuador,22.167666666666666,21.131,22.975
1981,Egypt,22.85175,11.467,30.544
1981,El Salvador,25.063166666666664,23.026,26.674
1981,Eq. Guinea,24.927000000000003,22.808,26.446
1981,Eritrea,26.965416666666666,23.549,30.275
1981,Estonia,5.183083333333333,-5.693,17.589
1981,Ethiopia,23.15458333333333,21.412,24.401
1981,Europe,8.023,-1.99,17.789
1981,Falkland Is.,6.4703333333333335,3.415,10.482000000000001
1981,Faroe Islands,6.145666666666666,2.159,10.82
1981,Federated States Of Micronesia,27.404749999999996,27.182,27.824
1981,Fiji,25.4285,23.365,27.326
1981,Finland,0.8399999999999999,-12.405999999999999,15.783
1981,France,13.080666666666666,6.248,19.736
1981,France (Europe),10.669416666666669,2.351,18.855999999999998
1981,French Guiana,26.135250000000003,25.284,26.939
1981,French Polynesia,26.291916666666662,24.978,27.232
1981,Gabon,24.295416666666668,22.325,25.563000000000002
1981,Gambia,28.0795,25.026,30.485
1981,Gaza Strip,19.621333333333336,10.197,27.443
1981,Georgia,9.44175,1.223,19.623
1981,Germany,8.3205,-2.446,16.83
1981,Ghana,27.018166666666662,24.927,29.32
1981,Greece,14.946499999999999,3.945,23.747
1981,Greenland,-18.341083333333334,-32.372,-1.542
1981,Grenada,27.4365,26.67,27.91
1981,Guadeloupe,26.952499999999997,25.544,28.166
1981,Guam,27.520083333333332,26.642,28.311999999999998
1981,Guatemala,23.375666666666664,19.804000000000002,25.664
1981,Guernsey,11.18125,5.29,17.223
1981,Guinea,25.862,23.822,28.842
1981,Guinea-Bissau,27.208583333333333,24.699,29.432
1981,Guyana,26.204499999999996,25.057,27.448
1981,Haiti,26.75583333333333,24.667,28.462
1981,Heard Island And Mcdonald Islands,2.6320833333333336,-0.339,5.706
1981,Honduras,24.89633333333333,22.142,26.934
1981,Hong Kong,23.16275,16.556,29.138
1981,Hungary,10.058666666666667,-3.565,19.756
1981,Iceland,0.6415000000000001,-5.151,8.362
1981,India,24.22841666666667,17.067,29.998
1981,Indonesia,26.03091666666667,25.55,26.457
1981,Iran,18.418249999999997,7.23,29.659
1981,Iraq,22.419,10.273,34.675
1981,Ireland,9.590916666666667,3.398,15.663
1981,Isle Of Man,9.291916666666667,3.7239999999999998,14.919
1981,Israel,20.019416666666665,10.767,27.535
1981,Italy,12.77675,2.785,21.823
1981,Jamaica,26.379583333333333,23.529,27.88
1981,Japan,11.629416666666664,-0.42100000000000004,23.85
1981,Jersey,11.18125,5.29,17.223
1981,Jordan,19.769916666666663,8.954,29.001
1981,Kazakhstan,6.71525,-10.254000000000001,24.071
1981,Kenya,24.320916666666662,22.548,26.028
1981,Kingman Reef,27.407,26.96,27.907
1981,Kiribati,26.93583333333333,26.206,27.41
1981,Kuwait,25.692750000000004,14.97,36.073
1981,Kyrgyzstan,4.1405,-8.913,16.911
1981,Laos,24.024333333333328,17.763,26.766
1981,Latvia,5.800583333333332,-5.504,17.867
1981,Lebanon,18.147750000000002,9.084,26.313
1981,Lesotho,13.501,6.728,19.746
1981,Liberia,25.770083333333332,24.384,26.989
1981,Libya,22.609583333333333,9.672,30.925
1981,Liechtenstein,4.818166666666667,-6.707,13.932
1981,Lithuania,6.396916666666666,-4.718,17.681
1981,Luxembourg,9.309166666666666,0.526,17.391
1981,Macau,22.976916666666668,15.913,29.233
1981,Macedonia,10.33475,-2.893,20.303
1981,Madagascar,22.933916666666665,18.879,25.878
1981,Malawi,21.29175,17.014,24.882
1981,Malaysia,26.20625,25.101,26.936
1981,Mali,28.91208333333333,20.262,33.996
1981,Malta,18.417083333333334,10.71,25.505
1981,Martinique,26.686333333333334,25.29,27.609
1981,Mauritania,28.334333333333333,19.517,33.608
1981,Mauritius,23.817083333333333,20.685,26.574
1981,Mayotte,26.553,24.961,27.701
1981,Mexico,20.75375,14.321,24.988
1981,Moldova,9.531666666666666,-3.351,21.105
1981,Monaco,9.2305,-0.431,19.005
1981,Mongolia,-0.6005833333333334,-22.907,19.246
1981,Montenegro,10.20625,-2.388,20.009
1981,Montserrat,27.01725,25.548000000000002,28.305
1981,Morocco,18.312166666666666,9.197000000000001,26.244
1981,Mozambique,23.42625,19.209,26.719
1981,Myanmar,24.078000000000003,19.033,26.775
1981,Namibia,20.674,14.718,25.569
1981,Nepal,14.907583333333333,5.455,21.887
1981,Netherlands,9.639916666666666,0.0760000000000005,17.072
1981,Netherlands (Europe),9.234083333333333,-0.534,16.812
1981,New Caledonia,23.048583333333337,19.677,26.645
1981,New Zealand,11.0525,5.809,16.136
1981,Nicaragua,26.099166666666665,24.17,27.506
1981,Niger,27.554333333333332,17.003,33.38
1981,Nigeria,26.802916666666665,23.162,30.167
1981,Niue,25.26825,23.1,26.877
1981,North America,3.4919166666666666,-8.272,16.632
1981,North Korea,6.603666666666666,-12.483,22.01
1981,Northern Mariana Islands,27.520083333333332,26.642,28.311999999999998
1981,Norway,-0.6071666666666666,-12.708,10.493
1981,Oceania,21.99508333333333,15.217,28.021
1981,Oman,27.261749999999996,20.877,33.681
1981,Pakistan,21.205333333333332,10.032,30.349
1981,Palau,27.55733333333333,26.782,28.3
1981,Palestina,23.460083333333333,21.199,25.213
1981,Palmyra Atoll,27.438083333333335,26.979,27.953
1981,Panama,26.655833333333334,25.696,27.504
1981,Papua New Guinea,24.870333333333335,24.15,25.698
1981,Paraguay,23.6915,17.328,27.406
1981,Peru,20.04341666666667,18.555,20.957
1981,Philippines,26.830083333333334,24.511,28.402
1981,Poland,7.844166666666665,-4.421,17.991
1981,Portugal,15.4955,8.49,22.67
1981,Puerto Rico,26.14433333333334,24.334,27.629
1981,Qatar,27.375,18.91,35.442
1981,Reunion,23.548916666666667,21.001,26.257
1981,Romania,9.002,-4.107,19.433
1981,Russia,-4.166166666666666,-21.316,15.227
1981,Rwanda,19.582333333333334,18.88,20.227999999999998
1981,S. Sudan,27.31375,21.968,30.863
1981,Saint Barthélemy,27.18325,25.512,28.66
1981,Saint Kitts And Nevis,26.485249999999997,25.081,27.693
1981,Saint Lucia,27.30258333333333,26.25,28.057
1981,Saint Martin,27.18325,25.512,28.66
1981,Saint Pierre And Miquelon,6.035333333333334,-3.446,15.219000000000001
1981,Saint Vincent And The Grenadines,27.457666666666668,26.511,28.184
1981,Samoa,26.49791666666667,25.727,27.17
1981,San Marino,13.843166666666667,4.45,22.335
1981,Sao Tome And Principe,25.859166666666667,24.175,27.291
1981,Saudi Arabia,26.070333333333334,16.893,34.55
1981,Senegal,28.497916666666665,24.539,31.555
1981,Serbia,10.114666666666666,-3.3819999999999997,19.629
1981,Seychelles,26.97808333333333,26.289,28.225
1981,Sierra Leone,26.357833333333335,24.873,28.053
1981,Singapore,26.980999999999995,25.95,28.033
1981,Sint Maarten,27.18325,25.512,28.66
1981,Slovakia,7.821083333333333,-4.857,17.283
1981,Slovenia,9.853583333333333,-2.67,19.154
1981,Solomon Is.,27.066916666666668,26.316,27.511
1981,Somalia,27.05791666666666,25.301,28.11
1981,Somaliland,27.05791666666666,25.301,28.11
1981,South Africa,17.11575,10.636,22.822
1981,South America,22.1365,19.193,23.811
1981,South Georgia And The South Sandwich Isla,1.8921666666666666,-1.049,6.294
1981,South Korea,11.47425,-4.78,25.635
1981,Spain,14.273249999999999,5.837,22.67
1981,Sri Lanka,27.335083333333333,25.681,28.768
1981,Sudan,27.31375,21.968,30.863
1981,Suriname,26.488,25.537,27.493000000000002
1981,Svalbard And Jan Mayen,-8.071166666666665,-20.355,4.012
1981,Swaziland,18.60408333333333,13.134,24.02
1981,Sweden,1.731083333333333,-12.841,14.503
1981,Switzerland,7.128916666666666,-3.377,16.249
1981,Syria,18.566583333333334,7.31,30.096
1981,Taiwan,22.197666666666667,15.998,27.947
1981,Tajikistan,5.003333333333334,-7.032,17.121
1981,Tanzania,22.47825,20.003,24.319
1981,Thailand,26.212499999999995,21.656,28.564
1981,Timor-Leste,26.46708333333333,25.618000000000002,26.976
1981,Togo,27.228166666666667,25.127,29.776
1981,Tonga,23.69225,20.912,26.358
1981,Trinidad and Tobago,26.788999999999998,26.044,27.322
1981,Tunisia,20.267,8.669,28.927
1981,Turkey,12.575500000000003,2.749,23.093
1981,Turkmenistan,15.982416666666667,4.121,29.954
1981,Turks And Caicas Islands,26.988916666666665,23.767,29.53
1981,Uganda,23.368916666666664,22.125,24.623
1981,Ukraine,8.764666666666665,-3.426,21.011
1981,United Arab Emirates,28.13491666666667,20.177,36.086
1981,United Kingdom,8.487083333333333,1.452,14.575
1981,United Kingdom (Europe),8.610833333333332,0.971,15.286
1981,United States of America,9.7215,-1.81,21.562
1981,Uruguay,17.848333333333333,10.585,23.782
1981,Uzbekistan,13.524416666666669,1.155,28.432
1981,Venezuela,25.450666666666663,24.405,26.474
1981,Vietnam,24.17883333333333,18.674,27.409
1981,Virgin Islands,26.90325,25.301,28.316
1981,W. Sahara,23.021666666666665,16.817,28.209
1981,Yemen,26.54233333333333,20.335,31.491
1981,Zambia,21.247833333333332,16.661,24.662
1981,Zimbabwe,20.804166666666667,15.163,25.379
1981,Åland,5.0577499999999995,-3.987,15.542
1982,Afghanistan,13.733083333333333,1.394,26.73
1982,Africa,24.211583333333333,21.041,26.119
1982,Albania,13.01525,3.303,22.224
1982,Algeria,23.094166666666663,11.58,34.116
1982,American Samoa,26.90275,26.186,27.844
1982,Andorra,12.18516666666667,4.822,22.291
1982,Angola,21.819999999999997,18.257,23.435
1982,Anguilla,26.831166666666665,25.128,28.407
1982,Antarctica,5.297916666666667,2.384,8.721
1982,Antigua And Barbuda,26.681,25.023,28.105999999999998
1982,Argentina,15.256750000000002,7.751,21.912
1982,Armenia,8.274333333333333,-3.92,20.582
1982,Aruba,28.246500000000008,26.701,29.97
1982,Asia,7.711749999999999,-6.999,21.281
1982,Australia,21.910500000000003,13.401,28.76
1982,Austria,6.918583333333333,-4.998,17.269
1982,Azerbaijan,10.934833333333332,-0.56,23.131999999999998
1982,Bahamas,25.870333333333335,22.288,28.895
1982,Bahrain,25.516833333333334,15.137,34.545
1982,Baker Island,25.785416666666666,25.365,26.132
1982,Bangladesh,25.144083333333327,18.76,29.355
1982,Barbados,26.8155,25.655,27.723
1982,Belarus,6.62125,-6.053,17.61
1982,Belgium,10.33,0.958,19.206
1982,Belize,25.682499999999994,23.357,27.409
1982,Benin,27.295499999999993,25.254,29.992
1982,Bhutan,12.045000000000002,4.605,18.567999999999998
1982,Bolivia,21.300083333333333,18.173,23.259
1982,"Bonaire, Saint Eustatius And Saba",27.460833333333337,26.075,28.896
1982,Bosnia and Herz.,11.009666666666668,-0.084,20.632
1982,Botswana,22.48783333333333,15.213,27.493000000000002
1982,Brazil,25.23033333333333,24.296,26.344
1982,British Virgin Islands,26.553833333333333,24.793,28.237
1982,Bulgaria,10.613999999999999,-0.65,20.449
1982,Burkina Faso,28.09283333333333,23.953,31.943
1982,Burundi,20.370333333333335,19.486,21.539
1982,Cambodia,26.947833333333335,23.809,29.071
1982,Cameroon,24.296083333333332,23.199,25.996
1982,Canada,-5.875166666666666,-27.335,13.172
1982,Cape Verde,24.19033333333334,21.139,26.837
1982,Cayman Islands,27.35258333333333,25.418,29.15
1982,Central African Rep.,25.257166666666667,23.915,27.45
1982,Chad,27.259833333333333,22.079,31.299
1982,Chile,10.050333333333333,4.844,14.609
1982,China,7.149749999999998,-6.531,19.73
1982,Christmas Island,26.09541666666667,25.107,27.334
1982,Colombia,25.191083333333335,24.68,25.798000000000002
1982,Comoros,26.251500000000007,24.591,27.621
1982,Congo,24.433333333333334,22.986,25.708000000000002
1982,Costa Rica,26.107916666666664,25.147,26.914
1982,Croatia,11.921916666666668,0.283,22.191
1982,Cuba,26.081750000000003,23.634,28.213
1982,Curaçao,27.683750000000003,26.355,29.014
1982,Cyprus,18.56641666666667,10.433,26.651
1982,Czechia,8.433583333333333,-4.584,18.759
1982,Côte d'Ivoire,26.02425,24.319,27.739
1982,Dem. Rep. Congo,23.93116666666666,23.004,24.840999999999998
1982,Denmark,-18.438083333333335,-31.551,-1.36
1982,Denmark (Europe),8.426333333333334,-3.15,17.675
1982,Djibouti,29.04708333333333,24.838,33.767
1982,Dominica,26.436000000000003,25.186,27.585
1982,Dominican Rep.,25.963749999999994,24.311,27.676
1982,Ecuador,22.47725,21.789,23.073
